종목명,개인,외국인,기관계,기관,,,,,,,기타법인
대신 철광석 선물 ETN(H),,,,,,,,,,,
대원전선우,+20,,,,,,,,,,
대원전선,-4,-5,,,,,,,,,+8
대유플러스,+573,-595,,,,,,,,,+6
대한방직,+163,-40,-123,+1,,,,,-124,,
대한전선,+178,-123,-51,+1,,,,,-52,,-9
대한제당우,+2,-12,,,,,,,,,
대호에이엘,+61,-56,-9,,,,,-9,,,+4
덕성우,+21,-29,,,,,,,,,
덕성,+120,-107,,,,,,,,,+6
덕양산업,+176,-160,,,,,,,,,
동방,-436,+484,,,,,,,,,-52
동부건설우,,,,,,,,,,,
동양2우B,,,,,,,,,,,
동양3우B,,,,,,,,,,,
동양우,,,,,,,,,,,
동원금속,-9,+3,,,,,,,,,+6
동원시스템즈우,,,,,,,,,,,
디아이씨,-116,-440,-53,-47,,-6,,,,,-34
마니커,-111,+114,,,,,,,,,
마이다스 200커버드콜5%OTM,,,,,,,,,,,
마이티 200커버드콜ATM레버리지,,,,,,,,,,,
마이티 코스피100,+5,,-5,-5,,,,,,,
메타랩스,-11,-19,,,,,,,,,+30
명문제약,-163,+228,-63,,,,,,-63,,
명신산업,+1437,-1053,-426,,,-394,,,-12,-20,-16
모두투어리츠,-18,+13,+5,+5,,,,,,,
미래산업,,,,,,,,,,,
미래아이앤지,-34,+37,,,,,,,,,+13
미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,-1,,+1,+1,,,,,,,
미래에셋 Q150 Core5 ETN,-1,,+1,+1,,,,,,,
미래에셋 글로벌 리츠 ETN(H),,,,,,,,,,,
미래에셋 레버리지 S&P500 ETN(H),,,,,,,,,,,
미래에셋 레버리지 원유선물혼합 ETN(H),-242,,+244,+244,,,,,,,-2
미래에셋 미국 리츠 ETN(H),,,,-1421,,+1421,,,,,
미래에셋 미국 항공우주 ETN(H),-4,,+4,+4,,,,,,,
미래에셋 미디어엔터 Core5 ETN,,,,,,,,,,,
미래에셋 에너지화학 Core5 ETN,,,,,,,,,,,
미래에셋 원유선물혼합 ETN(H),-11,,+11,+11,,,,,,,
미래에셋 원자재 선물 ETN(H),-5,,+5,+5,,,,,,,
미래에셋 인버스 S&P500 ETN(H),,,,,,,,,,,
미래에셋 인버스 미디어엔터 Core5 ETN,,,,,,,,,,,
미래에셋 인버스 에너지화학 Core5 ETN,,,,,,,,,,,
미래에셋 인버스 원유선물혼합 ETN(H),,,,,,,,,,,
미래에셋 인버스 전기전자 Core5 ETN,+19,,-19,-19,,,,,,,
미래에셋 전기전자 Core5 ETN,,,,,,,,,,,
미래에셋 중국 심천 100 ETN,-6,,+6,+6,,,,,,,
미래에셋 코스피 양매도 5% OTM ETN,,,,,,,,,,,
미창석유,+31,-29,-2,,,,-3,,,,
바다로19호,,,,,,,,,,,
보해양조,+714,-804,,,,,,,,,+57
부국증권우,,,,,,,,,,,
부국증권,+1,-1,,-10,,,+10,,,,
부산주공,+33,-35,,,,,,,,,
비비안,+63,+15,,,,,,,,,-77
비케이탑스,+540,-523,,,,,,,,,-17
삼성 Alerian 에너지인프라 MLP ETN,,,,,,,,,,,
삼성 China A50 선물 ETN(H),,,,,,,,,,,
삼성 Cushing 에너지인프라 MLP ETN,,,,,,,,,,,
삼성 HSCEI ETN(H),,,,,,,,,,,
삼성 KRX 금현물 ETN,,,,,,,,,,,
삼성 KTOP30 ETN,-4,,+4,+4,,,,,,,
삼성 S&P500 VIX S/T 선물 ETN(H) C,-25,,+18,+18,,,,,,,
삼성 레버리지 China A50 선물 ETN(H),-68,,+68,+68,,,,,,,
삼성 레버리지 HSCEI ETN(H),,,,,,,,,,,
삼성 레버리지 WTI원유 선물 ETN,-906,-4,+840,+840,,,,,,,+119
삼성 레버리지 구리 선물 ETN(H),+169,,-171,-171,,,,,,,
삼성 레버리지 금 선물 ETN(H),+52,,-52,-52,,,,,,,
삼성 레버리지 나스닥 100 ETN(H),+92,,-92,-92,,,,,,,
삼성 레버리지 은 선물 ETN(H),+195,,-195,-195,,,,,,,
삼성 레버리지 천연가스 선물 ETN B,-122,,+122,+122,,,,,,,
삼성 미국 대형 가치주 ETN,-22,,+22,+22,,,,,,,
삼성 미국 대형 가치주 ETN(H),-18,,+18,+13,,,+5,,,,
삼성 미국 대형 성장주 ETN,,,,-1,,,+1,,,,
삼성 미국 대형 성장주 ETN(H),,,,,,,,,,,
삼성 인버스 2X HSCEI ETN(H),,,,,,,,,,,
삼성 인버스 2X WTI원유 선물 ETN,+82,,-107,-107,,,,,,,+24
삼성 인버스 2X 구리 선물 ETN(H),+261,,-261,-261,,,,,,,
삼성 인버스 2X 금 선물 ETN(H),-3,,-17,-17,,,,,,,+20
삼성 인버스 2X 나스닥 100 ETN(H),-35,,+35,+35,,,,,,,
삼성 인버스 2X 은 선물 ETN(H),-29,,+29,+29,,,,,,,
삼성 인버스 2X 천연가스 선물 ETN B,+303,,-303,-303,,,,,,,
삼성 인버스 China A50 선물 ETN(H),,,,,,,,,,,
삼성 인버스 HSCEI ETN(H),,,,,,,,,,,
삼성 코스피 양매도 5% OTM ETN,,,,,,,,,,,
삼성 코스피 풋매도 4% OTM ETN,+11,,-11,-11,,,,,,,
삼성 코스피 풋매도 ETN,,,,,,,,,,,
삼성 화장품 테마주 ETN,,,+1,+1,,,,,,,-1
삼성제약,+139,-131,,,,,,,,,-2
삼양사우,+2,-2,,,,,,,,,
삼양홀딩스우,+1,,+1,,,,,,,+1,
삼영화학,-117,+117,,,,,,,,,
삼정펄프,-3,,,,,,,,,,+3
삼화왕관,,,,,,,,,,,
삼화전자,+10,-10,,,,,,,,,
상상인증권,-78,+71,,,,,,,,,
서울식품우,,,,,,,,,,,
서연,+4,+32,-49,,,,,,-49,,+12
서울식품,-42,+26,,,,,,,,,+27
성문전자우,,,,,,,,,,,
성보화학,-28,+74,-47,-47,,,,,,,
성신양회우,,,,,,,,,,,
성창기업지주,-127,+151,,,,,,,,,-23
세방우,,,,,,,,,,,
세아홀딩스,-57,+59,-2,,,+3,,,,-5,-2
세원정공,,,,,,,,,,,
세진중공업,-67,+62,+394,+7,+202,+184,,,,,-389
세화아이엠씨,+54,-51,,,,,,,,,+1
신송홀딩스,-11,+11,,,,,,,,,
신원우,,,,,,,,,,,
신풍제약우,-249,+244,,,,,,,,,+1
신한 FnGuide 5G 테마주 ETN,-6,,+6,+6,,,,,,,
신한 K200 USD 선물 바이셀 ETN,+1,,-1,-1,,,,,,,
신한 S&P500 VIX S/T 선물 ETN C,-587,,+588,+588,,,,,,,
신한 USD K200 선물 바이셀 ETN,+1,,-1,-1,,,,,,,
신한 WTI원유 선물 ETN(H),-26,,+26,+26,,,,,,,
신한 구리 선물 ETN(H),+1,,-1,-1,,,,,,,
신한 금 선물 ETN(H),-4,,+4,+4,,,,,,,
신한 다우존스지수 선물 ETN(H),,,,,,,,,,,
신한 달러인덱스 선물 ETN(H),,,,,,,,,,,
신한 레버리지 Russell 2000 ETN,+8,,-8,-8,,,,,,,
신한 레버리지 S&P500 선물 ETN,+15,,-15,-15,,,,,,,
신한 레버리지 WTI원유 선물 ETN(H),-572,-5,+417,+417,,,,,,,+161
신한 레버리지 구리 선물 ETN,+21,,-21,-21,,,,,,,-1
신한 레버리지 금 선물 ETN,+41,,-39,-39,,,,,,,
신한 레버리지 다우존스지수 선물 ETN(H),+22,,-21,-21,,,,,,,
신한 레버리지 미국달러 선물 ETN,,,,,,,,,,,
신한 레버리지 은 선물 ETN(H),+319,,-325,-325,,,,,,,+1
신한 레버리지 천연가스 선물 ETN,-258,,+257,+257,,,,,,,
신한 브렌트원유 선물 ETN(H),-9,,+9,+9,,,,,,,
신한 옥수수 선물 ETN(H),-7,,+7,+7,,,,,,,
신한 은 선물 ETN(H),+2,,-2,-2,,,,,,,
신한 인버스 2X Russell 2000 ETN,+10,,-10,-10,,,,,,,
신한 인버스 2X S&P500 선물 ETN,+1,,-1,-1,,,,,,,
신한 인버스 2X WTI원유 선물 ETN(H),+50,,-41,-41,,,,,,,-9
신한 인버스 2X 구리 선물 ETN,+113,,-113,-113,,,,,,,
신한 인버스 2X 금 선물 ETN,-13,,+13,+13,,,,,,,
신한 인버스 2X 다우존스지수 선물 ETN(H),-40,,+40,+40,,,,,,,
신한 인버스 2X 미국달러 선물 ETN,,,,,,,,,,,
신한 인버스 2X 은 선물 ETN(H),-234,,+235,+235,,,,,,,
신한 인버스 2X 천연가스 선물 ETN(H),+600,,-601,-601,,,,,,,
신한 인버스 2X 천연가스 선물 ETN,+277,,-278,-278,,,,,,,
신한 인버스 Russell 2000 ETN,+3,,-3,-3,,,,,,,
신한 인버스 WTI원유 선물 ETN(H),+10,,-10,-10,,,,,,,
신한 인버스 구리 선물 ETN(H),+17,,-17,-17,,,,,,,
신한 인버스 금 선물 ETN(H),-7,,+7,+7,,,,,,,
신한 인버스 다우존스지수 선물 ETN(H),,,,,,,,,,,
신한 인버스 달러인덱스 선물 ETN(H),,,,,,,,,,,
신한 인버스 브렌트원유 선물 ETN(H),+1,,-1,-1,,,,,,,
신한 인버스 옥수수 선물 ETN(H),+72,,-72,-72,,,,,,,
신한 인버스 은 선물 ETN(H),-1,,+1,+1,,,,,,,
신한 인버스 천연가스 선물 ETN(H),+363,,-1077,-1077,,,,,,,+715
신한 인버스 콩 선물 ETN(H),+16,,-39,-39,,,,,,,
신한 천연가스 선물 ETN(H),-177,,+177,+177,,,,,,,
신한 코스피 월별 양매도 5% 콜 2206-1 ETN,,,,,,,,,,,
신한 코스피 월별 양매도 3% 콜 2206-1 ETN,,,,,,,,,,,
신한 코스피 월별 양매도 5% OTM ETN,,,,,,,,,,,
신한 코스피 월별 양매도 3% OTM ETN,,,,,,,,,,,
신한 코스피 콘도르 4/10% ETN,,,,,,,,,,,
신한 코스피 콘도르 4/10% 콜 2204-01 ETN,,,,,,,,,,,
신한 코스피 콘도르 6/10% ETN,,,,,,,,,,,
신한 코스피 콘도르 6/10% 콜 2204-01 ETN,,,,,,,,,,,
신한 콩 선물 ETN(H),,,,,,,,,,,
신화실업,-276,+278,,,,,,,,,
씨아이테크,+39,+34,-3,+1,,-5,,,,,
아남전자,-193,+201,,,,,,,,,
아센디오,,,,,,,,,,,
알루코,-345,+312,+25,,,,,,+25,,+1
에쓰씨엔지니어링,+1593,-1366,,,,,,,,,-227
에이블씨엔씨,+4,-2,-1,-1,,,,,,,
에이엔피,-45,+36,,,,,,,,,+6
엔케이,-3,-4,,,,,,,,,+3
엘브이엠씨홀딩스,-79,+91,,,,,,,,,
오리엔트바이오,-111,+131,,,,,,,,,-15
우성사료,+68,+3,-78,-78,,,,,,,
우진플라임,+240,-241,,,,,,,,,
우진,-156,+61,,,,,,,,,+81
웅진,-274,+264,,,,,,,,,-11
웅진씽크빅,+480,-462,,,,,,,,,-24
원림,,+15,,,,,,,,,-16
웰바이오텍,+68,-162,,,,,,,,,+80
윌비스,+20,-4,-12,,,,,,,-12,
유니온,+313,-310,,,,,,,,,
유유제약1우,-169,-1,,,,,,,,,+178
유유제약,+750,-127,-434,-434,,,,,,,-289
유유제약2우B,+2,-1,,,,,,,,,
유화증권우,,,,,,,,,,,
이구산업,+161,-163,,,,,,,,,-18
이수페타시스,-1203,+732,+475,-82,,,,,+556,,-8
이스타코,-1041,+1123,-23,-19,,,,,,-4,-72
이아이디,-1670,+1302,-70,,,,,,-70,,-112
이엔플러스,+337,-146,,,,,,,,,-192
이화산업,-44,+4,,,,,,,,,+41
인디에프,-5,+5,,,,,,,,,
인스코비,-114,+133,-61,,,,,,-61,,+52
인터지스,+68,-86,+22,+18,,,,,,+4,
일성건설,-48,+59,,,,,,,,,-65
일양약품,+2716,-2738,+27,+79,-61,+2,,,+3,+5,-30
일양약품우,-4,,,,,,,,,,+4
일정실업,,,,,,,,,,,
일진디스플,+44,-387,+349,+14,+158,+119,,,,+58,-7
전방,+6,+31,,,,,,,,,-37
제이준코스메틱,+54,-69,,,,,,,,,+18
조일알미늄,+1276,-225,-1057,,,-707,,,,-350,+5
종근당바이오,-908,+1032,+252,+339,,-192,,,+104,,-7
진양산업,-133,+174,-27,-13,,-5,,,,-9,+1
진에어,-445,+204,+239,+31,+30,,,,+109,+69,
진흥기업2우B,,,,,,,,,,,
진흥기업우B,,,,,,,,,,,
체시스,-16,+16,,,,,,,,,
카프로,-874,+828,-140,,-307,+167,,,,,+176
컨버즈,,,,,,,,,,,
케이비아이동국실업,+26,-26,,,,,,,,,
케이탑리츠,-1,-12,+6,+6,,,,,,,+10
코리아써우,+3,+2,-5,,,,,,,-5,
코리아써키트2우B,,,,,,,,,,,
코오롱글로벌우,,,,,,,,,,,
코오롱머티리얼,-616,+485,+64,,,,,,+64,,+60
코오롱우,-11,+7,-2,-2,,,,,,,+4
큐로,+68,+114,-158,-32,,,-126,,,,
크라운제과우,+11,+6,,,,,,,,,
크라운해태홀딩스우,+1,+5,,,,,,,,,
태양금속우,+1,,,,,,,,,,
태양금속,-109,+113,-4,+1,,-5,,,,,
태영건설우,-28,+28,,,,,,,,,
토니모리,+6,-6,-1,-1,,,,,,,
티와이홀딩스우,-14,+14,,,,,,,,,
티웨이항공,-16,+18,,,,,,,,,
티웨이홀딩스,+76,-19,-57,-57,,,,,,,
파워 고배당저변동성,,,,+20,-18,-2,,,,,
파워 중기국고채,,,,,,,,,,,
파워 코스피100,,,,+2,,-2,,,,,
퍼시스,+708,-578,-89,-67,,,,,,-21,-46
페이퍼코리아,-115,+115,,,,,,,,,
평화산업,-12,+12,,,,,,,,,
평화홀딩스,+13,-11,,,,,,,,,-1
포스코강판,-756,-225,+853,-30,,-47,,,+931,-1,+104
프레스티지바이오파마,+676,-2126,-655,-77,,-570,,,,-8,+2018
하나 KRX BBIG K-뉴딜 ETN,,,,,,,,,,,
하나 KRX300 ETN,,,,,,,,,,,
하나 코스피 변동성추세 추종 양매도 ETN,,,,,,,,,,,
하이골드12호,+11,,,,,,,,,,-11
하이골드3호,,,,,,,,,,,
하이트론,+112,-37,,,,,,,,,-78
하이트진로2우B,+16,,-16,,,,,,,-16,
하이트진로홀딩스우,+1,,,,,,,,,,
한국석유,-9,-1,-6,+1,,,,,-7,,+20
한국종합기술,+44,-24,,,,,,,,,-21
한국주강,-56,+55,,,,,,,,,
한국특수형강,-898,+1003,+1,+1,,,,,,,-120
한라,-160,+153,,,,,,,,,+7
한성기업,+29,-4,,,,,,,,,-26
한세엠케이,-32,+22,+10,+10,,,,,,,
한양증권우,,,,,,,,,,,
한일홀딩스,+179,+61,+92,,,+104,,,-12,,-333
한전기술,+4414,-201,-4964,+107,-1497,-2143,,,+310,-1741,+740
한진,+799,-664,+54,+79,,-24,,,,,-190
한진중공업,+71,-73,+1,+1,,,,,,,+1
한진중공업홀딩스,-61,+66,,,,,,,,,-5
한진칼우,+13,-13,,,,,,,,,
한창,-120,+117,,,,,,,,,+3
한화우,+4,,,,,,,,,,
한화투자증권우,-116,+55,,,,,,,,,+3
한화투자증권,+10162,-10480,+195,-75,+1,-46,,,+592,-277,+15
현대건설우,-18,+11,,,,,,,,,+1
현대비앤지스틸,+794,-887,+18,-19,,+24,+19,,,-6,-8
현대비앤지스틸우,+16,,,,,,,,,,
형지엘리트,-7,+8,,,,,,,,,
화인베스틸,-343,+340,,,,,,,,,
흥국화재2우B,-2,,+2,+2,,,,,,,
흥국화재우,,,,,,,,,,,
BGF,-84,+96,-22,-23,,,,,,+1,+10
BGF리테일,+1271,-654,-668,+9,-340,-216,,+24,-131,-13,+49
CJ CGV,-501,-525,+958,+1068,-19,+4,,,-59,-36,+59
CJ씨푸드,+154,-155,,,,,,,,,
DB손해보험,-6506,+2773,+3759,+339,+582,+585,,-10,+2053,+210,-3
DSR,-936,+245,+724,+20,,+705,,,,,-25
DRB동일,+14,-16,,,,,,,,,+2
DB,-236,+235,,,,,,,,,
DSR제강,-554,+564,,,,,,,,,-3
F&F,-3085,-1504,+4083,+347,+424,+268,,+73,+858,+2114,+461
GKL,+1294,-373,-925,+66,-2,-16,,-24,-948,,+4
GS글로벌,-251,+211,,,,,,,,,+41
GS리테일,+2776,-1683,-1095,-30,-147,+6,,-29,-894,,+15
HDC아이콘트롤스,-21,+17,+4,+4,,,,,,,
HDC현대EP,+118,-50,-74,-23,,,,,-46,-5,+6
IHQ,+85,-119,+25,,,,,,+25,,+14
JW중외제약,-302,+404,-105,-39,-1,+1,,,-70,+3,+3
KC그린홀딩스,+31,-58,+19,+19,,,,,,,+7
KEC,+505,-497,-25,,,,,,-25,,+71
KH 필룩스,-1225,+1206,,,,,,,,,+19
KISCO홀딩스,+273,-327,+52,+223,,-167,-4,,,,+1
KSS해운,-176,+235,+31,+2,-1,-79,,-5,+219,-107,-92
KTcs,-122,+122,,,,,,,,,
KTis,+40,-40,,,,,,,,,+1
LG헬로비전,+183,-183,,-1,,,,,,+1,
LS전선아시아,+12,-9,-19,-1,,-18,,,,,+16
NAVER,+26131,-6525,-23985,+2928,-3173,-3343,,+338,-20901,+166,+4090
NH프라임리츠,-38,+94,-56,-56,,,,,,,
NHN,-1461,-100,+1375,+42,+128,+94,,,+1110,+1,+186
NICE,-336,-17,+363,+44,,+133,,,+79,+107,-4
NI스틸,+898,-954,+74,+15,,,+20,,,+38,-12
NPC,+22,-24,,,,,,,,,
S-Oil,+2916,-973,-2386,-60,+277,-227,,-10,-2372,+5,+125
S-Oil우,+133,-16,-116,,-66,-16,,,-29,-5,
SBS미디어홀딩스,-2,+4,+1,+1,,,,,,,-2
SG글로벌,-31,+28,,,,,,,,,+2
SG세계물산,+32,-45,,,,,,,,,+12
SH에너지화학,-220,+209,,,,,,,,,+4
SIMPAC,+13,+37,-44,,,,-21,,,-23,-6
SK네트웍스,+72,+33,-112,-104,-1,+4,,,-11,,+8
SJM,-27,+24,+4,+4,,,,,,,
SK디앤디,+404,-676,+233,+147,-1,,,,+86,,+52
SK,+8547,-6962,-4243,-2039,+170,-432,+45,+45,-842,-1189,+2652
SNT중공업,+180,-153,-26,+15,,,-6,,-35,,
SJM홀딩스,-8,+7,,,,,,,,,
SK렌터카,-156,+107,+28,+4,,,,,+24,,+21
SK바이오사이언스,-17640,+797,+16697,+257,+1411,+3472,+140,+189,+5504,+5724,+98
SK바이오팜,+251,-3773,+1504,+21,+12,+38,,,+1534,-101,+2020
SK우,-12,+2,,,,,,,,,+10
SK증권,-366,+177,+170,+13,,,,,+158,,+16
SK텔레콤,-11862,+12758,+1553,+2363,+606,+532,-53,+71,-2490,+524,-2398
SNT에너지,-55,-2,+55,+35,,,+20,,,,+2
SNT홀딩스,,-16,+16,,,,+16,,,,
STX엔진,+562,-549,+28,+21,,+2,,,,+5,-43
TCC스틸,+103,-102,,,,,,,,,
TYM,+1264,-1296,-6,,,,,,,-6,+15
YG PLUS,+59,-58,,,,,,,,,
강남제비스코,-63,+79,-18,,,-4,-14,,,,+5
강원랜드,+1262,-690,-534,+241,-5,+318,,,-1089,,-1
경농,-161,+166,,,,,,,,,
경동나비엔,-590,+197,+452,+195,+42,+225,,,+16,-26,-96
경동도시가스,-33,+29,+5,-8,,,,,,+13,
경방,+6,+20,,,,,,,,,-27
경보제약,-485,+395,+92,-20,,,,,+112,,
경인양행,-64,+68,,,,,,,,,-4
계양전기,-136,+136,,,,,,,,,
고려산업,+31,-32,,,,,,,,,
고려제강,-328,+282,-13,+1,,-22,-2,,+6,+4,+49
광동제약,-137,+134,+3,+1,,,,,,+2,
광명전기,-131,+137,,,,,,,,,+7
광전자,-13,+3,+10,,,,,,,+10,
교촌에프앤비,+270,-204,-69,-69,,,,,,,+3
국동,-256,+241,+14,+7,,+7,,,,,
국제약품,-176,+174,,,,,,,,,
그린케미칼,+279,-10,-411,,,-61,,,,-350,+106
극동유화,-142,+137,+3,+3,,,,,,,
금강공업,-19,+18,,,,,,,,,+3
금양,-469,+411,,,,,,,,,+58
금호에이치티,-604,+568,,,,,,,,,+35
기신정기,-193,+182,+3,+3,,,,,,,
남성,+140,-178,,,,,,,,,
남선알미늄,-12,-94,+115,+120,,+1,,,-6,,+9
남해화학,-366,+487,-29,-25,,-3,,,,,-93
넥센,-115,+93,+17,,,,+17,,,,+6
넥센타이어,+588,-635,+74,+139,-1,-10,,,-65,+11,-34
넷마블,-3888,+1120,+2804,+536,-230,-755,+294,+25,+2879,+54,-40
노루페인트,-124,+166,-6,-5,,,,,,-2,+7
노루홀딩스,+1149,+28,-610,-510,,-97,-8,,,+4,-394
녹십자홀딩스,-1584,+658,+724,+9,-2,+3,,,+706,+8,+199
녹십자홀딩스2우,,,,,,,,,,,
다스코,+18,-18,,,,,,,,,
다우기술,+143,+465,-614,+1,-1,-1078,,,+684,-220,+8
대교,+65,-164,+11,+12,,,,,,,+88
대교우B,-110,+110,,,,,,,,,
대덕전자,-1560,+53,+1485,-1,-1,+1190,,,,+296,+40
대덕,+28,-33,+11,+10,,-1,,,,+1,-7
대동,+47,-73,+45,+50,,-5,,,,,-16
대동전자,-129,+129,,,,,,,,,
대림B&Co,-84,-48,,,,,,,,,
대상,+569,-32,-525,+1,-1,-7,,,-519,+1,-2
대상홀딩스,+202,+17,-170,-26,-12,-40,,,-52,-39,-49
대성에너지,-25,+25,,,,,,,,,
대양금속,-718,+631,+36,+36,,,,,,,+42
대영포장,-709,+712,,,,,,,,,+26
대원강업,+189,-71,-118,+4,,,,,-122,,+1
대우부품,+61,-68,+6,+6,,,,,,,-7
대웅,+2437,-2416,-57,-18,-1,+2,,,-46,+6,+11
대원화성,-48,+43,,,,,,,,,+6
대웅제약,+920,-1167,+78,+144,-1,+2,,,-73,+6,+167
대원제약,-199,+209,-2,-4,,,,,,+2,-6
대유에이텍,-85,+76,,,,,,,,,-4
대창단조,+1158,-469,-711,+5,,,-20,,-696,,-11
대창,-2083,+550,+1405,,,+1405,,,,,+94
대한제강,-4696,+2212,+2538,-49,+157,+319,+262,,+1607,+242,-34
대현,+41,-38,-2,,,-2,,,,,-2
대한제당,-160,+16,+139,-32,,,-9,,+180,,
대한해운,-294,+197,+80,+80,,,,,,,+14
더블유게임즈,+2997,-3066,-8,+22,-1,-18,,,-10,,+76
더존비즈온,+1989,-2206,+163,+26,-1,+395,,,-67,-190,+17
덴티움,+538,+140,-510,+32,-1,,,,,-541,-119
도화엔지니어링,-236,+231,+7,+9,,-2,,,,,-1
동남합성,,,,,,,,,,,
동방아그로,+84,+36,-119,,,,,,,-119,
동성제약,-39,+2,+64,+1,,,,,+61,+2,-25
동성케미컬,+25,+34,-57,+5,,-2,,,,-60,-2
동서,+575,-505,-70,+19,-48,+3,,,-44,,
동아지질,-21,-28,+55,,,,,,,+55,-2
동아타이어,+24,+28,-57,,,-91,+34,,,,+5
동양철관,+318,-286,,,,,,,,,+36
동양피스톤,-22,+22,,,,,,,,,
동양,-78,+27,+51,+15,,,+36,,,,
동일고무벨트,-48,+62,,,,,,,,,-14
동일제강,+186,-174,-15,-12,,,,,,-3,
동화약품,-302,+289,+19,-8,,,,,+25,+2,-5
두산밥캣,-2405,+2554,-137,+333,-89,-92,,+25,-533,+219,-108
두산퓨얼셀1우,-1,-1,,,,,,,,,
두산퓨얼셀,+9022,-7441,-1460,+510,+132,+25,,+25,-2152,,-124
두산퓨얼셀2우B,+1,-1,,,,,,,,,
두올,+94,-113,,,,,,,,,
드림텍,-1967,+1957,-32,+2,,-34,,,,,+46
디씨엠,-39,+39,,,,,,,,,-1
디아이,+480,-495,,,,,,,,,+16
디와이파워,+383,-70,-293,-28,,,,,,-265,-7
디와이,-318,+227,,,,,,,,,+92
디티알오토모티브,-86,+83,-67,+24,,-95,,,,+5,+70
디피씨,-270,+445,+63,+40,,,,,+24,,-259
락앤락,-450,+164,+286,+281,-3,+2,,,+7,,+2
롯데관광개발,-43,+93,-78,+16,-1,-82,,,-11,,+1
롯데리츠,-477,+4,+482,+123,-108,+510,,,+12,-55,-10
롯데손해보험,-187,+156,+27,+27,,,,,,,
롯데제과,-236,+600,-64,-76,,+14,,,,-2,-275
롯데지주우,,,,,,,,,,,
롯데지주,+296,-273,-7,-3,-2,,,,-2,,+6
롯데칠성,+243,-73,-159,+13,-2,-162,,,+233,-241,-9
롯데칠성우,-162,+8,+154,,,,,,,+154,
만도,+11437,-3217,-8370,-1465,-797,-2908,-390,,-2810,,+118
만호제강,+40,-42,+1,+1,,,,,,,
메리츠금융지주,-942,+50,+936,+776,-1,,,,+192,-31,-44
메리츠증권,-587,+551,+169,+825,-5,+101,,,-752,,-137
메리츠화재,-671,+1524,-828,+14,-1,+321,,,-1162,,-25
모나리자,+77,-103,-25,,,,,,-25,,+49
모나미,+36,-44,,,,,,,,,
모토닉,-108,+41,+1,+1,,,,,,,+53
무림P&P,+153,+1,-145,+5,,,,,-149,,-8
무림페이퍼,-154,+154,,,,,,,,,
무학,+37,-28,,,,,,,,,-9
문배철강,+921,-934,-5,,,-5,,,,,
미래에셋맵스리츠,+140,-7,-130,-174,,+100,,,,-57,-2
미원상사,+8,-99,,,,,,,,,+91
미원에스씨,+65,-19,-46,+1,,,,,-46,,
미원홀딩스,+102,-51,-49,,,,,,-49,,
미원화학,,,,,,,,,,,
방림,-51,+51,,,,,,,,,
백광산업,+1266,-1113,-254,-116,,-33,,+33,-193,+55,+100
백산,+292,-180,-27,,,,,,,-27,-86
범양건영,-88,+88,,,,,,,,,
벽산,+307,-318,+1,,,,,,+1,,
보락,+124,-129,,,,,,,,,+1
보령제약,-2058,+2952,-943,+86,-676,-367,-74,,+77,+12,+51
부광약품,-440,+759,-392,+12,-148,+4,,,-269,+10,+46
부국철강,+58,-40,,,,,,,,,+1
비상교육,-130,+133,,,,,,,,,-1
사조동아원,-59,+59,,,,,,,,,
사조씨푸드,-135,+127,+8,,,,,,,+8,
삼부토건,-398,+344,+12,,,,,,+12,,+26
삼성공조,-401,-171,-3,,,-3,,,,,+571
삼성물산우B,-73,+112,,,,,,,,,-39
삼성물산,-4272,-3428,+6770,+4423,+203,+355,-52,-448,+1350,+938,+910
삼성바이오로직스,-9820,+776,+10183,-132,+3014,+980,,+368,+8425,-2472,-1440
삼성생명,-3260,+1605,+2985,+1666,+127,-529,+39,,+995,+686,-1343
삼성에스디에스,-20966,+17135,+4136,+2061,-48,+1300,+502,-19,+325,+15,-83
삼성전자,+119830,-30803,-94537,-6349,-8531,-2432,-765,+1311,-80207,+2436,+5294
삼성전자우,+9073,-5297,-3595,-1121,-194,+45,,,-2303,-22,-307
삼성출판사,-548,+532,-2,,,,,,-2,,-7
삼성화재,-5988,+4541,+1316,+470,-11,+730,+19,+73,-247,+280,+141
삼성화재우,+77,+246,-372,+6,-376,-14,,,+12,,+39
삼아알미늄,-80,+80,,,,,,,,,
삼영무역,-70,+139,-52,-2,,-50,,,,,-16
삼영전자,+142,-170,+8,+6,,,+2,,,,-2
삼원강재,+80,-81,,,,,,,,,
삼익THK,-2275,+1076,+1216,,+18,+202,,+105,+934,-43,-3
삼익악기,-98,+98,,,,,,,,,
삼일씨엔에스,-66,-32,+83,,+19,-17,,,+81,,+14
삼일제약,-2,+2,,,,,,,,,
삼진제약,-127,+69,+3,+6,+1,,,,-8,+3,+67
삼호개발,+103,-103,,,,,,,,,
삼화전기,+316,-300,,,,,,,,,+6
삼화콘덴서,+876,-52,-767,-29,,-79,,,-659,,-55
삼화페인트,-98,+103,,,,,,,,,+1
상신브레이크,-25,+21,,,,,,,,,+4
새론오토모티브,-4,+2,+1,,,+1,,,,,+2
샘표,-101,+101,,,,,,,,,
샘표식품,+60,-53,,,,,,,,,
서연이화,-284,+308,-25,,,,,,-25,,
서원,-492,+492,,,,,,,,,
서흥,-533,-20,+445,+31,-1,+160,,,+252,+2,+109
선도전기,-173,+170,,,,,,,,,
선진,-325,+511,+37,+20,,,,,+13,+4,-224
성문전자,+6,-5,,,,,,,,,
